False Positive Rate,True Positive Rate,Threshold
0.0,0.0,inf
0.0,0.0012406947890818859,0.23744704
0.0,0.003101736972704715,0.23659495
0.0,0.004342431761786601,0.23600447
0.0,0.005583126550868486,0.23444445
0.0,0.009925558312655087,0.2335637
0.0,0.011166253101736972,0.23333892
0.0,0.01240694789081886,0.23327094
0.0,0.015508684863523574,0.2321678
8.862105636299185e-05,0.015508684863523574,0.23048069
8.862105636299185e-05,0.016749379652605458,0.23037052
8.862105636299185e-05,0.017369727047146403,0.22942409
0.0001772421127259837,0.017369727047146403,0.22940485
0.0001772421127259837,0.02543424317617866,0.2219803
0.00026586316908897554,0.02543424317617866,0.21989311
0.00026586316908897554,0.026054590570719603,0.219162
0.0003544842254519674,0.026054590570719603,0.21863511
0.0003544842254519674,0.031017369727047148,0.21524046
0.00044310528181495923,0.031017369727047148,0.2151422
0.00044310528181495923,0.033498759305210915,0.21201587
0.0005317263381779511,0.033498759305210915,0.21179652
0.0005317263381779511,0.04032258064516129,0.20758258
0.0006203473945409429,0.04032258064516129,0.20750967
0.0006203473945409429,0.04094292803970223,0.20742476
0.0007089684509039348,0.04094292803970223,0.20736425
0.0007089684509039348,0.04218362282878412,0.20692699
0.0007975895072669266,0.04218362282878412,0.20673823
0.0007975895072669266,0.04466501240694789,0.20403485
0.0008862105636299185,0.04466501240694789,0.20394261
0.0008862105636299185,0.04714640198511166,0.20258695
0.0009748316199929103,0.04714640198511166,0.20223178
0.0009748316199929103,0.04962779156327544,0.20143841
0.0010634526763559022,0.04962779156327544,0.20089404
0.0010634526763559022,0.05459057071960298,0.20000167
0.001152073732718894,0.05459057071960298,0.19988734
0.001152073732718894,0.05583126550868486,0.19946569
0.0012406947890818859,0.05583126550868486,0.1994278
0.0012406947890818859,0.06141439205955335,0.19849683
0.0012406947890818859,0.06265508684863523,0.19813745
0.0012406947890818859,0.06451612903225806,0.19765362
0.0013293158454448777,0.06451612903225806,0.19756342
0.0013293158454448777,0.06885856079404466,0.19686732
0.0014179369018078695,0.06885856079404466,0.19682755
0.0014179369018078695,0.07382133995037221,0.19618611
0.0015065579581708614,0.07382133995037221,0.19594452
0.0015065579581708614,0.07630272952853598,0.19585322
0.0015951790145338532,0.07630272952853598,0.1958324
0.0015951790145338532,0.07816377171215881,0.19561398
0.001683800070896845,0.07816377171215881,0.19557317
0.001683800070896845,0.08188585607940446,0.19423981
0.001772421127259837,0.08188585607940446,0.19419073
0.001772421127259837,0.08312655086848635,0.19409096
0.0020382842963488127,0.08312655086848635,0.19375037
0.0020382842963488127,0.08560794044665013,0.19363098
0.0021269053527118043,0.08560794044665013,0.19362666
0.0021269053527118043,0.0880893300248139,0.1929605
0.0022155264090747964,0.0880893300248139,0.19290185
0.0022155264090747964,0.0924317617866005,0.19248533
0.002304147465437788,0.0924317617866005,0.19239964
0.002304147465437788,0.09553349875930521,0.1914332
0.00239276852180078,0.09553349875930521,0.1913778
0.00239276852180078,0.0967741935483871,0.1913411
0.0024813895781637717,0.0967741935483871,0.19131757
0.0024813895781637717,0.10359801488833748,0.18996724
0.0025700106345267638,0.10359801488833748,0.18992636
0.0025700106345267638,0.10421836228287841,0.18969731
0.0026586316908897554,0.10421836228287841,0.1894806
0.0026586316908897554,0.10794044665012408,0.18868776
0.0027472527472527475,0.10794044665012408,0.18857732
0.0027472527472527475,0.11228287841191067,0.18724185
0.003013115916341723,0.11228287841191067,0.18678156
0.003013115916341723,0.11290322580645161,0.18671651
0.0031903580290677065,0.11290322580645161,0.18668802
0.0031903580290677065,0.11352357320099256,0.18657634
0.0032789790854306985,0.11352357320099256,0.18650548
0.0032789790854306985,0.11538461538461539,0.18633431
0.00336760014179369,0.11538461538461539,0.18608901
0.00336760014179369,0.11600496277915633,0.18591796
0.0034562211981566822,0.11600496277915633,0.1857888
0.0034562211981566822,0.1184863523573201,0.18565579
0.003544842254519674,0.1184863523573201,0.18565212
0.003544842254519674,0.11910669975186104,0.18560776
0.003633463310882666,0.11910669975186104,0.18551385
0.003633463310882666,0.11972704714640199,0.18545686
