Precision,Recall,Class
0.14640198511166252,1.0,coast
0.14649286157666047,1.0,coast
0.14658385093167703,1.0,coast
0.14667495338719702,1.0,coast
0.14676616915422885,1.0,coast
0.14685749844430615,1.0,coast
0.1470404984423676,1.0,coast
0.14759224515322075,1.0,coast
0.1476846057571965,1.0,coast
0.14777708202880402,1.0,coast
0.14786967418546365,1.0,coast
0.1480552070263488,1.0,coast
0.14814814814814814,1.0,coast
0.14824120603015076,1.0,coast
0.1485210824417873,1.0,coast
0.1486146095717884,1.0,coast
0.14880201765447668,1.0,coast
0.14889589905362777,1.0,coast
0.14917825537294563,1.0,coast
0.14927261227071473,1.0,coast
0.14936708860759493,1.0,coast
0.14955640050697086,1.0,coast
0.14965123652504755,1.0,coast
0.14974619289340102,1.0,coast
0.14984126984126983,1.0,coast
0.15003178639542275,1.0,coast
0.15012722646310434,1.0,coast
0.15022278803309994,1.0,coast
0.1503184713375796,1.0,coast
0.1504142766093053,1.0,coast
0.15051020408163265,1.0,coast
0.15060625398851307,1.0,coast
0.15070242656449553,1.0,coast
0.15089514066496162,1.0,coast
0.1509916826615483,1.0,coast
0.15108834827144688,1.0,coast
0.15118513773222295,1.0,coast
0.1514762516046213,1.0,coast
0.15157353885677585,1.0,coast
0.1519639407598197,1.0,coast
0.15206185567010308,1.0,coast
0.1521598968407479,1.0,coast
0.15225806451612903,1.0,coast
0.15235635894125243,1.0,coast
0.1524547803617571,1.0,coast
0.15220207253886012,0.9957627118644068,coast
0.15359477124183007,0.9957627118644068,coast
0.15369522563767168,0.9957627118644068,coast
0.15389652914210872,0.9957627118644068,coast
0.1540983606557377,0.9957627118644068,coast
0.15440210249671485,0.9957627118644068,coast
0.15404871626069783,0.9915254237288136,coast
0.15425181278839814,0.9915254237288136,coast
0.1553784860557769,0.9915254237288136,coast
0.15548172757475084,0.9915254237288136,coast
0.15558510638297873,0.9915254237288136,coast
0.15568862275449102,0.9915254237288136,coast
0.15579227696404793,0.9915254237288136,coast
0.1561040693795864,0.9915254237288136,coast
0.15620827770360482,0.9915254237288136,coast
0.156312625250501,0.9915254237288136,coast
0.15641711229946523,0.9915254237288136,coast
0.1565217391304348,0.9915254237288136,coast
0.1566265060240964,0.9915254237288136,coast
0.1567314132618888,0.9915254237288136,coast
0.15683646112600536,0.9915254237288136,coast
0.15694164989939638,0.9915254237288136,coast
0.15725806451612903,0.9915254237288136,coast
0.15746971736204576,0.9915254237288136,coast
0.15768194070080863,0.9915254237288136,coast
0.1581081081081081,0.9915254237288136,coast
0.1578590785907859,0.9872881355932204,coast
0.15796610169491526,0.9872881355932204,coast
0.1581805838424983,0.9872881355932204,coast
0.15850340136054422,0.9872881355932204,coast
0.15861130020422057,0.9872881355932204,coast
0.15871934604904633,0.9872881355932204,coast
0.15915300546448088,0.9872881355932204,coast
0.15926179084073822,0.9872881355932204,coast
0.15937072503419972,0.9872881355932204,coast
0.1594798083504449,0.9872881355932204,coast
0.15969842357779301,0.9872881355932204,coast
0.1598079561042524,0.9872881355932204,coast
0.16002747252747251,0.9872881355932204,coast
0.16024759284731774,0.9872881355932204,coast
0.16035788024776323,0.9872881355932204,coast
0.16046831955922866,0.9872881355932204,coast
0.160578911095796,0.9872881355932204,coast
0.1606896551724138,0.9872881355932204,coast
0.16080055210489994,0.9872881355932204,coast
0.16091160220994474,0.9872881355932204,coast
0.16102280580511402,0.9872881355932204,coast
0.16113416320885202,0.9872881355932204,coast
0.16124567474048443,0.9872881355932204,coast
0.16146916146916146,0.9872881355932204,coast
0.16169326856349758,0.9872881355932204,coast
0.16225626740947074,0.9872881355932204,coast
0.16236933797909409,0.9872881355932204,coast
0.16248256624825663,0.9872881355932204,coast
0.162595952547104,0.9872881355932204,coast
0.1628232005590496,0.9872881355932204,coast
0.16235129461161651,0.9830508474576272,coast
0.16257883672039244,0.9830508474576272,coast
0.16326530612244897,0.9830508474576272,coast
0.16361071932299012,0.9830508474576272,coast
0.16372618207480594,0.9830508474576272,coast
0.1638418079096045,0.9830508474576272,coast
0.16395759717314487,0.9830508474576272,coast
0.16407355021216408,0.9830508474576272,coast
0.1643059490084986,0.9830508474576272,coast
0.16453900709219857,0.9830508474576272,coast
0.1646557842441448,0.9830508474576272,coast
0.1648898365316276,0.9830508474576272,coast
0.16512455516014235,0.9830508474576272,coast
0.16524216524216523,0.9830508474576272,coast
0.16547788873038516,0.9830508474576272,coast
0.1655960028551035,0.9830508474576272,coast
0.1657142857142857,0.9830508474576272,coast
0.1658327376697641,0.9830508474576272,coast
0.1659513590844063,0.9830508474576272,coast
0.16607015032211883,0.9830508474576272,coast
0.166189111747851,0.9830508474576272,coast
0.16630824372759856,0.9830508474576272,coast
0.1665470208183776,0.9830508474576272,coast
0.16666666666666666,0.9830508474576272,coast
0.1667864845434939,0.9830508474576272,coast
0.1669064748201439,0.9830508474576272,coast
0.16702663786897048,0.9830508474576272,coast
0.16799420709630702,0.9830508474576272,coast
0.1681159420289855,0.9830508474576272,coast
0.16823785351704135,0.9830508474576272,coast
0.1686046511627907,0.9830508474576272,coast
0.16872727272727273,0.9830508474576272,coast
0.16885007278020378,0.9830508474576272,coast
0.16897305171158047,0.9830508474576272,coast
0.16909620991253643,0.9830508474576272,coast
0.16934306569343066,0.9830508474576272,coast
0.1695906432748538,0.9830508474576272,coast
0.16971470373079736,0.9830508474576272,coast
0.1698389458272328,0.9830508474576272,coast
0.1702127659574468,0.9830508474576272,coast
0.17033773861967694,0.9830508474576272,coast
0.17083946980854198,0.9830508474576272,coast
0.1709653647752395,0.9830508474576272,coast
0.17121771217712178,0.9830508474576272,coast
0.17134416543574593,0.9830508474576272,coast
0.1714708056171471,0.9830508474576272,coast
0.17159763313609466,0.9830508474576272,coast
0.17172464840858623,0.9830508474576272,coast
0.17185185185185184,0.9830508474576272,coast
0.17197924388435878,0.9830508474576272,coast
0.17210682492581603,0.9830508474576272,coast
0.17223459539717892,0.9830508474576272,coast
0.1724907063197026,0.9830508474576272,coast
0.17261904761904762,0.9830508474576272,coast
0.17287630402384502,0.9830508474576272,coast
0.17300521998508575,0.9830508474576272,coast
0.17313432835820897,0.9830508474576272,coast
0.17326362957430919,0.9830508474576272,coast
0.17352281226626776,0.9830508474576272,coast
0.17391304347826086,0.9830508474576272,coast
0.17417417417417416,0.9830508474576272,coast
0.17430503380916604,0.9830508474576272,coast
0.17443609022556392,0.9830508474576272,coast
0.1745673438675696,0.9830508474576272,coast
0.1746987951807229,0.9830508474576272,coast
0.17535903250188964,0.9830508474576272,coast
0.17549167927382753,0.9830508474576272,coast
0.17562452687358063,0.9830508474576272,coast
0.17602427921092564,0.9830508474576272,coast
0.17615793470007593,0.9830508474576272,coast
0.17642585551330797,0.9830508474576272,coast
0.1765601217656012,0.9830508474576272,coast
0.1766945925361767,0.9830508474576272,coast
0.17682926829268292,0.9830508474576272,coast
0.17696414950419528,0.9830508474576272,coast
0.17709923664122137,0.9830508474576272,coast
0.17723453017570664,0.9830508474576272,coast
0.17737003058103976,0.9830508474576272,coast
0.17750573833205815,0.9830508474576272,coast
0.1776416539050536,0.9830508474576272,coast
0.17777777777777778,0.9830508474576272,coast
0.1781874039938556,0.9830508474576272,coast
0.17832436587240585,0.9830508474576272,coast
0.17873651771956856,0.9830508474576272,coast
0.17887432536622977,0.9830508474576272,coast
0.17901234567901234,0.9830508474576272,coast
0.17915057915057914,0.9830508474576272,coast
0.17928902627511592,0.9830508474576272,coast
0.1794276875483372,0.9830508474576272,coast
0.17956656346749225,0.9830508474576272,coast
0.17970565453137102,0.9830508474576272,coast
0.17984496124031008,0.9830508474576272,coast
0.1799844840961986,0.9830508474576272,coast
0.18012422360248448,0.9830508474576272,coast
0.18026418026418026,0.9830508474576272,coast
0.18040435458786935,0.9830508474576272,coast
0.1806853582554517,0.9830508474576272,coast
0.18082618862042088,0.9830508474576272,coast
0.1809672386895476,0.9830508474576272,coast
0.18110850897736144,0.9830508474576272,coast
0.18125,0.9830508474576272,coast
0.181391712275215,0.9830508474576272,coast
0.18153364632237873,0.9830508474576272,coast
0.1816758026624902,0.9830508474576272,coast
0.18181818181818182,0.9830508474576272,coast
0.18224666142969365,0.9830508474576272,coast
0.18253343823760818,0.9830508474576272,coast
0.1826771653543307,0.9830508474576272,coast
0.18282111899133174,0.9830508474576272,coast
0.1829652996845426,0.9830508474576272,coast
0.18310970797158643,0.9830508474576272,coast
0.18325434439178515,0.9830508474576272,coast
0.183399209486166,0.9830508474576272,coast
0.18354430379746836,0.9830508474576272,coast
0.1838351822503962,0.9830508474576272,coast
0.18398096748612214,0.9830508474576272,coast
0.18412698412698414,0.9830508474576272,coast
0.18427323272438442,0.9830508474576272,coast
0.1839171974522293,0.9788135593220338,coast
0.18406374501992032,0.9788135593220338,coast
0.18421052631578946,0.9788135593220338,coast
0.18435754189944134,0.9788135593220338,coast
0.18450479233226838,0.9788135593220338,coast
0.1838529176658673,0.9745762711864406,coast
0.184,0.9745762711864406,coast
0.18414731785428343,0.9745762711864406,coast
0.18444266238973536,0.9745762711864406,coast
0.18459069020866772,0.9745762711864406,coast
0.18473895582329317,0.9745762711864406,coast
0.18488745980707397,0.9745762711864406,coast
