False Positive Rate,True Positive Rate,Threshold,Class
0.0,0.0,inf,coast
0.003633720930232558,0.22033898305084745,0.24376078,coast
0.003633720930232558,0.23728813559322035,0.2437224,coast
0.003633720930232558,0.3050847457627119,0.24283895,coast
0.003633720930232558,0.3389830508474576,0.24095039,coast
0.003633720930232558,0.3432203389830508,0.24091288,coast
0.006540697674418605,0.3559322033898305,0.23887895,coast
0.006540697674418605,0.3686440677966102,0.23854214,coast
0.007267441860465116,0.3813559322033898,0.2379936,coast
0.007267441860465116,0.3855932203389831,0.2378389,coast
0.00944767441860465,0.4194915254237288,0.23782155,coast
0.010174418604651164,0.4364406779661017,0.23778501,coast
0.010174418604651164,0.4406779661016949,0.23763402,coast
0.010901162790697675,0.461864406779661,0.236944,coast
0.010901162790697675,0.4703389830508475,0.23625664,coast
0.010901162790697675,0.4745762711864407,0.2362206,coast
0.010901162790697675,0.4915254237288136,0.23539059,coast
0.012354651162790697,0.4915254237288136,0.23439312,coast
0.012354651162790697,0.5127118644067796,0.23166797,coast
0.012354651162790697,0.538135593220339,0.23157884,coast
0.012354651162790697,0.5550847457627118,0.23154417,coast
0.012354651162790697,0.5635593220338984,0.22941937,coast
0.01308139534883721,0.5635593220338984,0.228622,coast
0.01308139534883721,0.5677966101694916,0.22861432,coast
0.01308139534883721,0.5932203389830508,0.22775388,coast
0.01308139534883721,0.597457627118644,0.22713883,coast
0.013808139534883721,0.6016949152542372,0.22709225,coast
0.013808139534883721,0.6059322033898306,0.22628994,coast
0.014534883720930232,0.6101694915254238,0.22626123,coast
0.014534883720930232,0.635593220338983,0.22042267,coast
0.015261627906976744,0.635593220338983,0.21999902,coast
0.015261627906976744,0.6440677966101694,0.2191756,coast
0.015261627906976744,0.652542372881356,0.21555309,coast
0.015988372093023256,0.6610169491525424,0.21286598,coast
0.016715116279069766,0.6652542372881356,0.2128325,coast
0.016715116279069766,0.673728813559322,0.2125218,coast
0.01744186046511628,0.673728813559322,0.21193801,coast
0.01744186046511628,0.6779661016949152,0.21168518,coast
0.01744186046511628,0.6864406779661016,0.21119568,coast
0.01744186046511628,0.690677966101695,0.21095628,coast
0.018168604651162792,0.690677966101695,0.21024466,coast
0.018168604651162792,0.6949152542372882,0.20874503,coast
0.019622093023255814,0.6949152542372882,0.20843023,coast
0.020348837209302327,0.7033898305084746,0.20661262,coast
0.020348837209302327,0.7203389830508474,0.20581202,coast
0.021075581395348836,0.7203389830508474,0.20571913,coast
0.02180232558139535,0.7330508474576272,0.20518516,coast
0.023255813953488372,0.7330508474576272,0.204965,coast
0.023255813953488372,0.7415254237288136,0.20439558,coast
0.023982558139534885,0.7415254237288136,0.20260878,coast
0.025436046511627907,0.7415254237288136,0.20257707,coast
0.02688953488372093,0.7415254237288136,0.2020452,coast
0.027616279069767442,0.7457627118644068,0.20177802,coast
0.027616279069767442,0.7542372881355932,0.2004025,coast
0.027616279069767442,0.7584745762711864,0.19911982,coast
0.028343023255813952,0.7669491525423728,0.19711502,coast
0.028343023255813952,0.7711864406779662,0.19686241,coast
0.029069767441860465,0.7754237288135594,0.1960451,coast
0.029796511627906978,0.7754237288135594,0.1959442,coast
0.029796511627906978,0.7838983050847458,0.19517525,coast
0.030523255813953487,0.7838983050847458,0.1943168,coast
0.03125,0.788135593220339,0.19374457,coast
0.03343023255813953,0.788135593220339,0.19128235,coast
0.03343023255813953,0.7966101694915254,0.19119392,coast
0.03343023255813953,0.8008474576271186,0.18956108,coast
0.03561046511627907,0.8008474576271186,0.18942297,coast
0.03561046511627907,0.8050847457627118,0.1892043,coast
0.0377906976744186,0.8050847457627118,0.18708949,coast
0.0377906976744186,0.809322033898305,0.1870098,coast
0.038517441860465115,0.809322033898305,0.18689762,coast
0.038517441860465115,0.8177966101694916,0.18560383,coast
0.03924418604651163,0.8177966101694916,0.18500566,coast
0.03924418604651163,0.8220338983050848,0.18432641,coast
0.04142441860465116,0.8220338983050848,0.18168083,coast
0.04433139534883721,0.8220338983050848,0.18026002,coast
0.04433139534883721,0.826271186440678,0.1801361,coast
0.04505813953488372,0.826271186440678,0.1799053,coast
0.04505813953488372,0.8305084745762712,0.17969963,coast
0.046511627906976744,0.8305084745762712,0.1745217,coast
0.046511627906976744,0.8347457627118644,0.17324805,coast
0.047238372093023256,0.8347457627118644,0.1723554,coast
0.04869186046511628,0.8347457627118644,0.16966286,coast
0.053052325581395346,0.8347457627118644,0.16586292,coast
0.053052325581395346,0.8389830508474576,0.16034096,coast
0.055232558139534885,0.8389830508474576,0.15580656,coast
0.055232558139534885,0.8516949152542372,0.14833125,coast
0.05813953488372093,0.8516949152542372,0.142471,coast
0.05813953488372093,0.8559322033898306,0.14159764,coast
0.06031976744186047,0.8559322033898306,0.14098279,coast
0.061046511627906974,0.8559322033898306,0.14095908,coast
0.06177325581395349,0.8601694915254238,0.14039655,coast
0.06177325581395349,0.864406779661017,0.14030215,coast
0.06322674418604651,0.864406779661017,0.1393793,coast
0.06322674418604651,0.8813559322033898,0.13896099,coast
0.06395348837209303,0.885593220338983,0.13843626,coast
0.06540697674418605,0.885593220338983,0.13769367,coast
0.06540697674418605,0.8898305084745762,0.13744192,coast
0.06613372093023256,0.8898305084745762,0.13700289,coast
0.06831395348837209,0.8898305084745762,0.13670444,coast
0.0690406976744186,0.8898305084745762,0.13654856,coast
0.0690406976744186,0.8983050847457628,0.13575079,coast
0.07194767441860465,0.8983050847457628,0.1344096,coast
0.07194767441860465,0.902542372881356,0.13432902,coast
0.07340116279069768,0.9067796610169492,0.13376361,coast
