False Positive Rate,True Positive Rate,Threshold
0.0,0.0,inf
8.862105636299185e-05,0.0037220843672456576,0.13449111
0.0003544842254519674,0.009925558312655087,0.13448861
0.0005317263381779511,0.021712158808933003,0.13448349
0.0006203473945409429,0.026674937965260544,0.13439273
0.0006203473945409429,0.02729528535980149,0.13439049
0.0006203473945409429,0.034739454094292806,0.13438925
0.0006203473945409429,0.03535980148883375,0.13438702
0.0006203473945409429,0.04714640198511166,0.13438454
0.0007089684509039348,0.05459057071960298,0.13437741
0.0007089684509039348,0.06451612903225806,0.13437719
0.0007089684509039348,0.0663771712158809,0.13437641
0.0007089684509039348,0.06761786600496278,0.13437612
0.0007089684509039348,0.06823821339950373,0.13437533
0.0007975895072669266,0.06823821339950373,0.13349464
0.0007975895072669266,0.0707196029776675,0.13348508
0.0010634526763559022,0.0880893300248139,0.13347181
0.0010634526763559022,0.08870967741935484,0.13343757
0.0010634526763559022,0.09119106699751861,0.13342512
0.001152073732718894,0.11042183622828784,0.13342506
0.0012406947890818859,0.11042183622828784,0.133424
0.0013293158454448777,0.1346153846153846,0.13342374
0.0014179369018078695,0.14267990074441686,0.13342296
0.0014179369018078695,0.14392059553349876,0.13342153
0.0014179369018078695,0.14764267990074442,0.13335939
0.0014179369018078695,0.1488833746898263,0.13335315
0.0015065579581708614,0.15074441687344914,0.13335094
0.0015065579581708614,0.15632754342431762,0.13335015
0.001683800070896845,0.16377171215880892,0.13334625
0.001683800070896845,0.17121588089330025,0.13334229
0.001683800070896845,0.17245657568238212,0.13334032
0.001683800070896845,0.17493796526054592,0.13332225
0.001683800070896845,0.1761786600496278,0.13251269
0.001772421127259837,0.18176178660049627,0.13251252
0.001772421127259837,0.184863523573201,0.13251244
0.0022155264090747964,0.26054590570719605,0.13251042
0.0022155264090747964,0.26364764267990076,0.13251015
0.002304147465437788,0.2661290322580645,0.132503
0.0024813895781637717,0.2704714640198511,0.13250297
0.0026586316908897554,0.271712158808933,0.13248187
0.0026586316908897554,0.27419354838709675,0.1324746
0.0027472527472527475,0.27419354838709675,0.13247281
0.0027472527472527475,0.27481389578163773,0.13247036
0.002835873803615739,0.27667493796526055,0.13246669
0.002835873803615739,0.27791563275434245,0.13246535
0.003101736972704715,0.27915632754342434,0.13246531
0.003101736972704715,0.2803970223325062,0.13237449
0.003101736972704715,0.2816377171215881,0.1323717
0.003101736972704715,0.28225806451612906,0.13237101
0.003101736972704715,0.2847394540942928,0.132367
0.003101736972704715,0.2866004962779156,0.13236661
0.0032789790854306985,0.2890818858560794,0.13236356
0.0032789790854306985,0.2903225806451613,0.13234847
0.00336760014179369,0.29714640198511166,0.13234838
0.003987947536334633,0.304590570719603,0.13234816
0.003987947536334633,0.3076923076923077,0.13233794
0.003987947536334633,0.30893300248138955,0.1323276
0.004253810705423609,0.31389578163771714,0.1323233
0.004608294930875576,0.31451612903225806,0.13232099
0.004608294930875576,0.31575682382133996,0.13231554
0.004696915987238568,0.31575682382133996,0.13231336
0.004874158099964551,0.3163771712158809,0.13230683
0.005317263381779511,0.3163771712158809,0.13230523
0.005671747607231478,0.3163771712158809,0.13229536
0.0059376107763204535,0.3176178660049628,0.13217961
0.006114852889046438,0.3188585607940447,0.13217858
0.006292095001772421,0.3213399503722084,0.13217456
0.006380716058135413,0.3225806451612903,0.13215872
0.006380716058135413,0.3232009925558313,0.13194599
0.006380716058135413,0.32444168734491313,0.13194525
0.006469337114498405,0.32568238213399503,0.13194173
0.006646579227224388,0.32568238213399503,0.13194073
0.00673520028358738,0.3269230769230769,0.13193212
0.00673520028358738,0.32754342431761785,0.13193002
0.006823821339950372,0.3281637717121588,0.13162201
0.006823821339950372,0.32878411910669975,0.13162154
0.0069124423963133645,0.32878411910669975,0.13162106
0.007089684509039348,0.33312655086848636,0.1316208
0.007089684509039348,0.336848635235732,0.1314835
0.00717830556540234,0.3380893300248139,0.13147967
0.00717830556540234,0.3411910669975186,0.13147015
0.00717830556540234,0.34305210918114143,0.13146676
0.00717830556540234,0.3436724565756824,0.13145212
0.007266926621765332,0.3455334987593052,0.13144813
0.007266926621765332,0.34615384615384615,0.13143975
0.007444168734491315,0.3467741935483871,0.13138837
0.007444168734491315,0.34987593052109184,0.13138215
0.007444168734491315,0.35049627791563276,0.13138002
0.007444168734491315,0.35173697270471466,0.13121134
0.007444168734491315,0.3542183622828784,0.13119612
0.0077100319035802905,0.36476426799007444,0.13119323
0.007887274016306274,0.36476426799007444,0.13118185
0.008596242467210208,0.36662531017369726,0.13118179
0.009659695143566112,0.3709677419354839,0.13115709
0.009748316199929103,0.3715880893300248,0.13106466
0.009748316199929103,0.3740694789081886,0.13105724
0.009748316199929103,0.3746898263027295,0.13099243
0.009748316199929103,0.3771712158808933,0.13099237
0.009836937256292096,0.3771712158808933,0.13099001
0.010014179369018078,0.3790322580645161,0.13098996
0.01054590570719603,0.3790322580645161,0.1309892
0.010723147819922013,0.3790322580645161,0.13098664
0.010900389932647997,0.3790322580645161,0.13098588
0.018078695498050336,0.4683622828784119,0.13086741
0.018344558667139313,0.4683622828784119,0.13082261
0.018521800779865295,0.4683622828784119,0.13082028
0.018610421836228287,0.4696029776674938,0.13081955
