False Positive Rate,True Positive Rate,Threshold
0.0,0.0,inf
0.0,0.00620347394540943,0.2627212
0.0,0.008684863523573201,0.26263568
0.0,0.009305210918114143,0.26261878
0.0,0.024193548387096774,0.2625666
0.0,0.026674937965260544,0.26248118
0.0,0.02729528535980149,0.2624643
0.0,0.034739454094292806,0.2624553
0.0,0.04094292803970223,0.26236963
8.862105636299185e-05,0.08126550868486353,0.26230934
8.862105636299185e-05,0.08995037220843673,0.26215506
8.862105636299185e-05,0.09057071960297766,0.2619953
8.862105636299185e-05,0.0924317617866005,0.26196116
8.862105636299185e-05,0.09305210918114144,0.2619404
8.862105636299185e-05,0.09429280397022333,0.26188216
8.862105636299185e-05,0.09615384615384616,0.26180747
8.862105636299185e-05,0.0967741935483871,0.26174018
8.862105636299185e-05,0.09863523573200993,0.26167485
0.0001772421127259837,0.09925558312655088,0.26162958
0.0001772421127259837,0.10173697270471464,0.2611884
0.0001772421127259837,0.10235732009925558,0.26117545
0.0001772421127259837,0.1054590570719603,0.26111382
0.0001772421127259837,0.10794044665012408,0.260614
0.0001772421127259837,0.11042183622828784,0.2601614
0.0001772421127259837,0.1141439205955335,0.25997058
0.0001772421127259837,0.11662531017369727,0.25975725
0.0001772421127259837,0.1184863523573201,0.25968966
0.0001772421127259837,0.11972704714640199,0.2596061
0.0001772421127259837,0.12034739454094293,0.25956386
0.0001772421127259837,0.12406947890818859,0.25914028
0.0001772421127259837,0.12531017369727046,0.25894704
0.0001772421127259837,0.1271712158808933,0.25888118
0.0001772421127259837,0.13027295285359802,0.25815856
0.0001772421127259837,0.1327543424317618,0.25814554
0.0001772421127259837,0.13523573200992556,0.258072
0.0001772421127259837,0.13647642679900746,0.25806558
0.0001772421127259837,0.1401985111662531,0.2578061
0.0001772421127259837,0.1433002481389578,0.25774223
0.0001772421127259837,0.14392059553349876,0.2575932
0.0001772421127259837,0.14702233250620347,0.25757852
0.0001772421127259837,0.1488833746898263,0.2572821
0.0001772421127259837,0.15260545905707196,0.2572497
0.0001772421127259837,0.15508684863523572,0.25714993
0.00026586316908897554,0.15508684863523572,0.25713316
0.00026586316908897554,0.1575682382133995,0.2568624
0.0003544842254519674,0.1600496277915633,0.2568298
0.0003544842254519674,0.16253101736972705,0.2567494
0.0003544842254519674,0.163151364764268,0.25671464
0.0003544842254519674,0.16439205955334987,0.25667423
0.0003544842254519674,0.16501240694789082,0.25665393
0.0003544842254519674,0.1674937965260546,0.25644118
0.00044310528181495923,0.17990074441687345,0.25609636
0.00044310528181495923,0.18176178660049627,0.25594926
0.00044310528181495923,0.184863523573201,0.25588396
0.00044310528181495923,0.18548387096774194,0.25578648
0.00044310528181495923,0.1879652605459057,0.25571316
0.00044310528181495923,0.18858560794044665,0.2556823
0.00044310528181495923,0.18982630272952852,0.25563386
0.00044310528181495923,0.19230769230769232,0.25558642
0.0006203473945409429,0.19540942928039703,0.25555322
0.0006203473945409429,0.1966501240694789,0.25551957
0.0006203473945409429,0.19727047146401985,0.25544268
0.0007089684509039348,0.20037220843672457,0.2551629
0.0007089684509039348,0.2053349875930521,0.2546451
0.0007089684509039348,0.20719602977667495,0.2546237
0.0007089684509039348,0.20781637717121587,0.25419563
0.0007089684509039348,0.20967741935483872,0.25393933
0.0007089684509039348,0.2109181141439206,0.25361228
0.0007089684509039348,0.21215880893300249,0.25316164
0.0007089684509039348,0.2140198511166253,0.25277856
0.0007975895072669266,0.2140198511166253,0.2527701
0.0007975895072669266,0.21650124069478907,0.25251386
0.0007975895072669266,0.22022332506203474,0.25218698
0.0007975895072669266,0.22332506203473945,0.2515995
0.0007975895072669266,0.22580645161290322,0.25151315
0.0007975895072669266,0.22642679900744417,0.25128177
0.0007975895072669266,0.22766749379652607,0.25120547
0.0007975895072669266,0.22890818858560794,0.2509007
0.0008862105636299185,0.23200992555831265,0.25082314
0.0008862105636299185,0.23325062034739455,0.2507687
0.0008862105636299185,0.23449131513647642,0.25038987
0.0008862105636299185,0.23573200992555832,0.2503734
0.0009748316199929103,0.23635235732009927,0.25022355
0.0009748316199929103,0.2369727047146402,0.2501602
0.0009748316199929103,0.23821339950372208,0.24986096
0.0009748316199929103,0.23945409429280398,0.24956547
0.0009748316199929103,0.24069478908188585,0.2494835
0.0009748316199929103,0.24193548387096775,0.2492023
0.0009748316199929103,0.24317617866004962,0.24891977
0.0009748316199929103,0.24441687344913152,0.24878104
0.0010634526763559022,0.24441687344913152,0.24877661
0.0010634526763559022,0.24937965260545905,0.24709798
0.001152073732718894,0.25930521091811415,0.24683164
0.001152073732718894,0.2617866004962779,0.24662511
0.0012406947890818859,0.2617866004962779,0.2465993
0.0012406947890818859,0.26240694789081886,0.24647723
0.0012406947890818859,0.2655086848635236,0.24635689
0.0012406947890818859,0.2661290322580645,0.2462523
0.0013293158454448777,0.2667493796526055,0.24615988
0.0013293158454448777,0.2673697270471464,0.24606796
0.0015065579581708614,0.27543424317617865,0.24600796
0.0015065579581708614,0.27791563275434245,0.24597058
0.0015065579581708614,0.27915632754342434,0.24590112
0.0015065579581708614,0.2816377171215881,0.24586047
0.0015951790145338532,0.2816377171215881,0.24581327
0.001772421127259837,0.28225806451612906,0.24570711
0.001772421127259837,0.2841191066997519,0.24556306
0.001772421127259837,0.28846153846153844,0.2455444
0.001772421127259837,0.2890818858560794,0.24552213
0.0019496632399858206,0.29094292803970223,0.24517873
