extractor,classifier,accuracy,AUC
Orb,XGB1,0.3149078726968174,0.7393532230026258
Orb,XGB2,0.34673366834170855,0.750701741939337
Orb,ADABOOST1,0.3098827470686767,0.7110638940895753
Orb,ADABOOST2,0.32998324958123953,0.7358594439855014
